t (s)	U1(V)
0.583000	0.721586
0.584000	0.721586
0.585000	0.721586
0.586000	0.716357
0.587000	0.716357
0.588000	0.711128
0.589000	0.711128
0.590000	0.705899
0.591000	0.705899
0.592000	0.705899
0.593000	0.705899
0.594000	0.700670
0.595000	0.700670
0.596000	0.695441
0.597000	0.695441
0.598000	0.695441
0.599000	0.684983
0.600000	0.690212
0.601000	0.684983
0.602000	0.684983
0.603000	0.684983
0.604000	0.679755
0.605000	0.679755
0.606000	0.674526
0.607000	0.669297
0.608000	0.669297
0.609000	0.669297
0.610000	0.664068
0.611000	0.664068
0.612000	0.658839
0.613000	0.658839
0.614000	0.658839
0.615000	0.658839
0.616000	0.653610
0.617000	0.653610
0.618000	0.648381
0.619000	0.648381
0.620000	0.648381
0.621000	0.643152
0.622000	0.643152
0.623000	0.637924
0.624000	0.637924
0.625000	0.632695
0.626000	0.632695
0.627000	0.627466
0.628000	0.627466
0.629000	0.627466
0.630000	0.622237
0.631000	0.617008
0.632000	0.622237
0.633000	0.617008
0.634000	0.611779
0.635000	0.611779
0.636000	0.611779
0.637000	0.611779
0.638000	0.606550
0.639000	0.606550
0.640000	0.601321
0.641000	0.601321
0.642000	0.601321
0.643000	0.596092
0.644000	0.596092
0.645000	0.590864
0.646000	0.590864
0.647000	0.585635
0.648000	0.585635
0.649000	0.580406
0.650000	0.580406
0.651000	0.575177
0.652000	0.575177
0.653000	0.575177
0.654000	0.569948
0.655000	0.569948
0.656000	0.569948
0.657000	0.564719
0.658000	0.559490
0.659000	0.559490
0.660000	0.559490
0.661000	0.554261
0.662000	0.549033
0.663000	0.549033
0.664000	0.549033
0.665000	0.543804
0.666000	0.543804
0.667000	0.543804
0.668000	0.538575
0.669000	0.538575
0.670000	0.533346
0.671000	0.533346
0.672000	0.528117
0.673000	0.528117
0.674000	0.522888
0.675000	0.522888
0.676000	0.522888
0.677000	0.517659
0.678000	0.517659
0.679000	0.512430
0.680000	0.512430
0.681000	0.507201
0.682000	0.507201
0.683000	0.507201
0.684000	0.501973
0.685000	0.501973
0.686000	0.496744
0.687000	0.491515
0.688000	0.491515
0.689000	0.491515
0.690000	0.486286
0.691000	0.486286
0.692000	0.486286
0.693000	0.481057
0.694000	0.481057
0.695000	0.475828
0.696000	0.470599
0.697000	0.470599
0.698000	0.470599
0.699000	0.465370
0.700000	0.465370
0.701000	0.460142
0.702000	0.460142
0.703000	0.454913
0.704000	0.454913
0.705000	0.449684
0.706000	0.454913
0.707000	0.449684
0.708000	0.444455
0.709000	0.439226
0.710000	0.439226
0.711000	0.439226
0.712000	0.433997
0.713000	0.433997
0.714000	0.433997
0.715000	0.428768
0.716000	0.423539
0.717000	0.423539
0.718000	0.418311
0.719000	0.418311
0.720000	0.418311
0.721000	0.418311
0.722000	0.413082
0.723000	0.413082
0.724000	0.407853
0.725000	0.402624
0.726000	0.402624
0.727000	0.397395
0.728000	0.397395
0.729000	0.392166
0.730000	0.392166
0.731000	0.392166
0.732000	0.386937
0.733000	0.386937
0.734000	0.381708
0.735000	0.381708
0.736000	0.381708
0.737000	0.376479
0.738000	0.376479
0.739000	0.376479
0.740000	0.366022
0.741000	0.366022
0.742000	0.360793
0.743000	0.360793
0.744000	0.360793
0.745000	0.360793
0.746000	0.355564
0.747000	0.355564
0.748000	0.350335
0.749000	0.345106
0.750000	0.345106
0.751000	0.345106
0.752000	0.339877
0.753000	0.339877
0.754000	0.334648
0.755000	0.334648
0.756000	0.334648
0.757000	0.329420
0.758000	0.324191
0.759000	0.324191
0.760000	0.324191
0.761000	0.318962
0.762000	0.318962
0.763000	0.318962
0.764000	0.313733
0.765000	0.308504
0.766000	0.308504
0.767000	0.308504
0.768000	0.303275
0.769000	0.298046
0.770000	0.298046
0.771000	0.298046
0.772000	0.292817
0.773000	0.287588
0.774000	0.287588
0.775000	0.287588
0.776000	0.282360
0.777000	0.282360
0.778000	0.277131
0.779000	0.277131
0.780000	0.277131
0.781000	0.271902
0.782000	0.271902
0.783000	0.266673
0.784000	0.266673
0.785000	0.261444
0.786000	0.261444
0.787000	0.256215
0.788000	0.256215
0.789000	0.250986
0.790000	0.250986
0.791000	0.250986
0.792000	0.245757
0.793000	0.245757
0.794000	0.240529
0.795000	0.240529
0.796000	0.235300
0.797000	0.235300
0.798000	0.235300
0.799000	0.230071
0.800000	0.224842
0.801000	0.230071
0.802000	0.224842
0.803000	0.224842
0.804000	0.219613
0.805000	0.214384
0.806000	0.214384
0.807000	0.209155
0.808000	0.209155
0.809000	0.209155
0.810000	0.203926
0.811000	0.203926
0.812000	0.198697
0.813000	0.193469
0.814000	0.193469
0.815000	0.193469
0.816000	0.193469
0.817000	0.188240
0.818000	0.188240
0.819000	0.183011
0.820000	0.177782
0.821000	0.177782
0.822000	0.177782
0.823000	0.172553
0.824000	0.172553
0.825000	0.172553
0.826000	0.167324
0.827000	0.167324
0.828000	0.162095
0.829000	0.156866
0.830000	0.156866
0.831000	0.156866
0.832000	0.151638
0.833000	0.151638
0.834000	0.146409
0.835000	0.146409
0.836000	0.146409
0.837000	0.146409
0.838000	0.141180
0.839000	0.141180
0.840000	0.135951
0.841000	0.135951
0.842000	0.130722
0.843000	0.130722
0.844000	0.125493
0.845000	0.125493
0.846000	0.120264
0.847000	0.120264
0.848000	0.120264
0.849000	0.120264
0.850000	0.115035
0.851000	0.109807
0.852000	0.109807
0.853000	0.104578
0.854000	0.104578
0.855000	0.104578
0.856000	0.099349
0.857000	0.099349
0.858000	0.099349
0.859000	0.094120
0.860000	0.088891
0.861000	0.088891
0.862000	0.083662
0.863000	0.083662
0.864000	0.083662
0.865000	0.083662
0.866000	0.078433
0.867000	0.078433
0.868000	0.067975
0.869000	0.073204
0.870000	0.067975
0.871000	0.067975
0.872000	0.067975
0.873000	0.067975
0.874000	0.057518
0.875000	0.057518
0.876000	0.057518
0.877000	0.052289
0.878000	0.052289
0.879000	0.052289
0.880000	0.047060
0.881000	0.047060
0.882000	0.041831
0.883000	0.041831
0.884000	0.041831
0.885000	0.036602
0.886000	0.036602
0.887000	0.036602
0.888000	0.031373
0.889000	0.031373
0.890000	0.026144
0.891000	0.020916
0.892000	0.020916
0.893000	0.020916
0.894000	0.015687
0.895000	0.015687
0.896000	0.010458
0.897000	0.015687
0.898000	0.010458
0.899000	0.005229
0.900000	0.005229
0.901000	0.005229
0.902000	0.000000
0.903000	0.000000
0.904000	0.000000
0.905000	-0.005229
0.906000	-0.005229
0.907000	-0.010458
0.908000	-0.010458
0.909000	-0.010458
0.910000	-0.015687
0.911000	-0.015687
0.912000	-0.015687
0.913000	-0.020916
0.914000	-0.020916
0.915000	-0.026144
0.916000	-0.026144
0.917000	-0.031373
0.918000	-0.036602
0.919000	-0.031373
0.920000	-0.036602
0.921000	-0.036602
0.922000	-0.036602
0.923000	-0.041831
0.924000	-0.041831
0.925000	-0.047060
0.926000	-0.047060
0.927000	-0.047060
0.928000	-0.047060
0.929000	-0.052289
0.930000	-0.052289
0.931000	-0.057518
0.932000	-0.057518
0.933000	-0.057518
0.934000	-0.062747
0.935000	-0.062747
0.936000	-0.062747
0.937000	-0.067975
0.938000	-0.067975
0.939000	-0.073204
0.940000	-0.073204
0.941000	-0.073204
0.942000	-0.078433
0.943000	-0.078433
0.944000	-0.083662
0.945000	-0.083662
0.946000	-0.083662
0.947000	-0.083662
0.948000	-0.088891
0.949000	-0.088891
0.950000	-0.088891
0.951000	-0.088891
0.952000	-0.094120
0.953000	-0.094120
0.954000	-0.099349
0.955000	-0.104578
0.956000	-0.104578
0.957000	-0.104578
0.958000	-0.104578
0.959000	-0.109807
0.960000	-0.109807
0.961000	-0.109807
0.962000	-0.115035
0.963000	-0.115035
0.964000	-0.120264
0.965000	-0.120264
0.966000	-0.120264
0.967000	-0.120264
0.968000	-0.125493
0.969000	-0.125493
0.970000	-0.125493
0.971000	-0.130722
0.972000	-0.130722
0.973000	-0.130722
0.974000	-0.135951
0.975000	-0.135951
0.976000	-0.135951
0.977000	-0.141180
0.978000	-0.141180
0.979000	-0.146409
0.980000	-0.146409
0.981000	-0.146409
0.982000	-0.146409
0.983000	-0.151638
0.984000	-0.151638
0.985000	-0.151638
0.986000	-0.156866
0.987000	-0.156866
0.988000	-0.162095
0.989000	-0.162095
0.990000	-0.162095
0.991000	-0.167324
0.992000	-0.167324
0.993000	-0.167324
0.994000	-0.167324
0.995000	-0.172553
0.996000	-0.172553
0.997000	-0.172553
0.998000	-0.177782
0.999000	-0.177782
1.000000	-0.177782
1.001000	-0.183011
1.002000	-0.188240
1.003000	-0.188240
1.004000	-0.183011
1.005000	-0.188240
1.006000	-0.188240
1.007000	-0.193469
1.008000	-0.188240
1.009000	-0.193469
1.010000	-0.193469
1.011000	-0.198697
1.012000	-0.198697
1.013000	-0.198697
1.014000	-0.203926
1.015000	-0.198697
1.016000	-0.203926
1.017000	-0.203926
1.018000	-0.209155
1.019000	-0.209155
1.020000	-0.214384
1.021000	-0.214384
1.022000	-0.214384
1.023000	-0.214384
1.024000	-0.214384
1.025000	-0.219613
1.026000	-0.219613
1.027000	-0.219613
1.028000	-0.219613
1.029000	-0.224842
1.030000	-0.224842
1.031000	-0.230071
1.032000	-0.230071
1.033000	-0.230071
1.034000	-0.235300
1.035000	-0.230071
1.036000	-0.235300
1.037000	-0.235300
1.038000	-0.240529
1.039000	-0.240529
1.040000	-0.240529
1.041000	-0.240529
1.042000	-0.245757
1.043000	-0.245757
1.044000	-0.245757
1.045000	-0.245757
1.046000	-0.250986
1.047000	-0.250986
1.048000	-0.256215
1.049000	-0.250986
1.050000	-0.256215
1.051000	-0.256215
1.052000	-0.261444
1.053000	-0.261444
1.054000	-0.261444
1.055000	-0.261444
1.056000	-0.261444
1.057000	-0.266673
1.058000	-0.266673
1.059000	-0.266673
1.060000	-0.266673
1.061000	-0.271902
1.062000	-0.271902
1.063000	-0.271902
1.064000	-0.271902
1.065000	-0.277131
1.066000	-0.277131
1.067000	-0.282360
1.068000	-0.277131
1.069000	-0.277131
1.070000	-0.277131
1.071000	-0.282360
1.072000	-0.282360
1.073000	-0.287588
1.074000	-0.287588
1.075000	-0.287588
1.076000	-0.287588
1.077000	-0.292817
1.078000	-0.292817
1.079000	-0.292817
1.080000	-0.292817
1.081000	-0.292817
1.082000	-0.298046
1.083000	-0.298046
1.084000	-0.298046
1.085000	-0.298046
1.086000	-0.298046
1.087000	-0.303275
1.088000	-0.303275
1.089000	-0.308504
1.090000	-0.308504
1.091000	-0.308504
1.092000	-0.308504
1.093000	-0.308504
1.094000	-0.313733
1.095000	-0.313733
1.096000	-0.308504
1.097000	-0.313733
1.098000	-0.313733
1.099000	-0.318962
1.100000	-0.318962
1.101000	-0.318962
1.102000	-0.318962
1.103000	-0.318962
1.104000	-0.318962
1.105000	-0.324191
1.106000	-0.324191
1.107000	-0.324191
1.108000	-0.324191
1.109000	-0.324191
1.110000	-0.329420
1.111000	-0.329420
1.112000	-0.329420
1.113000	-0.329420
1.114000	-0.334648
1.115000	-0.334648
1.116000	-0.334648
1.117000	-0.334648
1.118000	-0.339877
1.119000	-0.339877
1.120000	-0.339877
1.121000	-0.339877
1.122000	-0.345106
1.123000	-0.339877
1.124000	-0.345106
1.125000	-0.345106
1.126000	-0.345106
1.127000	-0.345106
1.128000	-0.345106
1.129000	-0.345106
1.130000	-0.350335
1.131000	-0.350335
1.132000	-0.350335
1.133000	-0.350335
1.134000	-0.350335
1.135000	-0.350335
1.136000	-0.355564
1.137000	-0.355564
1.138000	-0.360793
1.139000	-0.355564
1.140000	-0.355564
1.141000	-0.360793
1.142000	-0.360793
1.143000	-0.360793
1.144000	-0.360793
1.145000	-0.366022
1.146000	-0.360793
1.147000	-0.366022
1.148000	-0.366022
1.149000	-0.366022
1.150000	-0.366022
1.151000	-0.371251
1.152000	-0.366022
1.153000	-0.371251
1.154000	-0.371251
1.155000	-0.371251
1.156000	-0.371251
1.157000	-0.371251
1.158000	-0.371251
1.159000	-0.376479
1.160000	-0.376479
1.161000	-0.376479
1.162000	-0.376479
1.163000	-0.376479
1.164000	-0.376479
1.165000	-0.376479
1.166000	-0.381708
1.167000	-0.381708
1.168000	-0.381708
1.169000	-0.381708
1.170000	-0.386937
1.171000	-0.386937
1.172000	-0.386937
1.173000	-0.386937
1.174000	-0.386937
1.175000	-0.386937
1.176000	-0.386937
1.177000	-0.386937
1.178000	-0.392166
1.179000	-0.392166
1.180000	-0.392166
1.181000	-0.392166
1.182000	-0.392166
1.183000	-0.392166
1.184000	-0.397395
1.185000	-0.397395
1.186000	-0.397395
1.187000	-0.397395
1.188000	-0.392166
1.189000	-0.397395
1.190000	-0.397395
1.191000	-0.397395
1.192000	-0.397395
1.193000	-0.402624
1.194000	-0.397395
1.195000	-0.397395
1.196000	-0.397395
1.197000	-0.402624
1.198000	-0.402624
1.199000	-0.402624
1.200000	-0.402624
1.201000	-0.407853
1.202000	-0.407853
1.203000	-0.402624
1.204000	-0.407853
1.205000	-0.407853
1.206000	-0.407853
1.207000	-0.407853
1.208000	-0.407853
1.209000	-0.407853
1.210000	-0.407853
1.211000	-0.407853
1.212000	-0.413082
1.213000	-0.407853
1.214000	-0.413082
1.215000	-0.413082
1.216000	-0.413082
1.217000	-0.413082
1.218000	-0.413082
1.219000	-0.413082
1.220000	-0.413082
1.221000	-0.413082
1.222000	-0.418311
1.223000	-0.413082
1.224000	-0.413082
1.225000	-0.413082
1.226000	-0.418311
1.227000	-0.418311
1.228000	-0.418311
1.229000	-0.418311
1.230000	-0.418311
1.231000	-0.418311
1.232000	-0.418311
1.233000	-0.418311
1.234000	-0.418311
1.235000	-0.418311
1.236000	-0.423539
1.237000	-0.418311
1.238000	-0.423539
1.239000	-0.423539
1.240000	-0.423539
1.241000	-0.423539
1.242000	-0.423539
1.243000	-0.423539
1.244000	-0.423539
1.245000	-0.423539
1.246000	-0.423539
1.247000	-0.423539
1.248000	-0.423539
1.249000	-0.423539
1.250000	-0.423539
1.251000	-0.423539
1.252000	-0.423539
1.253000	-0.428768
1.254000	-0.423539
1.255000	-0.423539
1.256000	-0.428768
1.257000	-0.428768
1.258000	-0.423539
1.259000	-0.428768
1.260000	-0.428768
1.261000	-0.428768
1.262000	-0.428768
1.263000	-0.428768
1.264000	-0.428768
1.265000	-0.428768
1.266000	-0.428768
1.267000	-0.428768
1.268000	-0.433997
1.269000	-0.428768
1.270000	-0.428768
1.271000	-0.428768
1.272000	-0.433997
1.273000	-0.433997
1.274000	-0.428768
1.275000	-0.433997
1.276000	-0.433997
1.277000	-0.428768
1.278000	-0.433997
1.279000	-0.433997
1.280000	-0.433997
1.281000	-0.433997
1.282000	-0.433997
1.283000	-0.433997
1.284000	-0.428768
1.285000	-0.433997
1.286000	-0.433997
1.287000	-0.433997
1.288000	-0.433997
1.289000	-0.433997
1.290000	-0.433997
1.291000	-0.433997
1.292000	-0.428768
1.293000	-0.433997
1.294000	-0.433997
1.295000	-0.433997
1.296000	-0.433997
1.297000	-0.433997
1.298000	-0.433997
1.299000	-0.433997
1.300000	-0.433997
1.301000	-0.428768
1.302000	-0.433997
1.303000	-0.433997
1.304000	-0.433997
1.305000	-0.433997
1.306000	-0.433997
1.307000	-0.433997
1.308000	-0.433997
1.309000	-0.433997
1.310000	-0.433997
1.311000	-0.433997
1.312000	-0.433997
1.313000	-0.433997
1.314000	-0.433997
1.315000	-0.433997
1.316000	-0.433997
1.317000	-0.433997
1.318000	-0.433997
1.319000	-0.433997
1.320000	-0.433997
1.321000	-0.433997
1.322000	-0.433997
1.323000	-0.428768
1.324000	-0.433997
1.325000	-0.433997
1.326000	-0.439226
1.327000	-0.433997
1.328000	-0.433997
1.329000	-0.433997
1.330000	-0.433997
1.331000	-0.433997
1.332000	-0.428768
1.333000	-0.433997
1.334000	-0.433997
1.335000	-0.433997
1.336000	-0.433997
1.337000	-0.433997
1.338000	-0.433997
1.339000	-0.433997
1.340000	-0.433997
1.341000	-0.433997
1.342000	-0.428768
1.343000	-0.433997
1.344000	-0.433997
1.345000	-0.428768
1.346000	-0.428768
1.347000	-0.433997
1.348000	-0.428768
1.349000	-0.433997
1.350000	-0.433997
1.351000	-0.428768
1.352000	-0.428768
